Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,567,Research & Development,20,3,Life Sciences,1,2172,3,Female,51,3,1,Research Scientist,3,Married,4567,14567,0,Y,No,13,3,3,80,0,11,2,1,6,4,2,3
40,Yes,Non-Travel,812,Sales,11,4,Marketing,1,2173,2,Male,73,2,3,Sales Executive,4,Single,8123,19234,3,Y,Yes,16,3,2,80,1,17,3,3,11,8,4,6
28,No,Travel_Frequently,678,Research & Development,6,2,Medical,1,2174,4,Female,44,4,1,Laboratory Technician,2,Married,2890,12456,1,Y,No,12,4,4,80,0,7,1,1,4,3,1,2
46,No,Travel_Rarely,1089,Human Resources,17,5,Other,1,2175,1,Male,84,1,4,Manager,1,Single,15234,23678,4,Y,Yes,18,4,1,80,2,23,2,4,16,12,7,9
34,Yes,Travel_Frequently,456,Research & Development,29,3,Technical Degree,1,2176,3,Female,57,3,2,Manufacturing Director,3,Divorced,5678,15890,1,Y,No,14,3,3,80,0,12,3,2,7,5,2,4
31,No,Travel_Rarely,789,Sales,13,2,Life Sciences,1,2177,2,Male,48,2,1,Sales Executive,4,Married,6234,16567,2,Y,Yes,13,3,2,80,0,9,2,1,5,3,1,2
41,No,Non-Travel,634,Human Resources,3,4,Human Resources,1,2178,4,Female,76,4,2,Human Resources,2,Single,7890,17234,2,Y,No,16,4,4,80,1,18,3,2,11,8,4,6
36,No,Travel_Frequently,1167,Research & Development,21,3,Medical,1,2179,1,Male,63,1,2,Healthcare Representative,1,Married,7456,18123,3,Y,Yes,15,3,1,80,0,14,3,2,9,7,3,5
25,Yes,Travel_Rarely,567,Sales,8,1,Marketing,1,2180,3,Female,35,3,1,Sales Executive,3,Single,4567,12890,0,Y,No,11,3,3,80,0,4,2,1,2,1,0,0
52,No,Travel_Frequently,923,Human Resources,24,5,Other,1,2181,2,Male,89,2,5,Manager,4,Divorced,16890,24567,6,Y,No,22,4,2,80,3,29,1,5,21,16,11,13
30,No,Travel_Rarely,678,Research & Development,15,2,Life Sciences,1,2182,4,Female,46,4,1,Research Scientist,2,Married,3789,13456,1,Y,Yes,12,4,4,80,0,9,2,1,5,3,1,2
47,Yes,Non-Travel,812,Sales,1,4,Marketing,1,2183,1,Male,78,1,3,Sales Executive,1,Single,8234,19567,3,Y,No,17,3,1,80,1,24,3,3,15,11,6,8
33,No,Travel_Frequently,456,Research & Development,19,3,Technical Degree,1,2184,3,Female,55,3,2,Manufacturing Director,4,Married,5234,14890,1,Y,Yes,13,3,3,80,0,11,4,2,6,4,2,3
39,No,Travel_Rarely,1089,Human Resources,10,4,Human Resources,1,2185,2,Male,71,2,3,Human Resources,3,Divorced,8567,18234,4,Y,No,16,3,2,80,1,16,3,3,10,8,4,6
26,Yes,Travel_Frequently,634,Research & Development,5,2,Medical,1,2186,4,Female,39,4,1,Laboratory Technician,1,Single,2456,11567,0,Y,No,11,4,4,80,0,5,2,1,3,2,0,1
44,No,Travel_Rarely,789,Sales,22,4,Life Sciences,1,2187,1,Male,82,1,4,Manager,2,Married,13234,22456,5,Y,Yes,18,4,1,80,2,21,2,4,15,11,6,8
32,No,Non-Travel,567,Research & Development,16,3,Life Sciences,1,2188,3,Female,52,3,1,Research Scientist,3,Single,4123,13789,0,Y,No,13,3,3,80,0,10,2,1,6,4,2,3
28,Yes,Travel_Rarely,1167,Sales,7,2,Marketing,1,2189,2,Male,44,2,1,Sales Executive,4,Married,5890,15234,1,Y,Yes,12,3,2,80,0,7,1,1,4,3,1,2
48,No,Travel_Frequently,456,Human Resources,26,5,Other,1,2190,4,Female,85,4,4,Manager,1,Divorced,15678,23567,5,Y,No,19,4,4,80,2,25,2,4,18,14,9,11
35,No,Travel_Rarely,812,Research & Development,14,3,Technical Degree,1,2191,1,Male,60,1,2,Healthcare Representative,2,Single,6456,16890,2,Y,Yes,14,3,1,80,0,13,3,2,8,6,3,4
31,Yes,Non-Travel,678,Sales,3,2,Life Sciences,1,2192,3,Female,47,3,1,Sales Executive,3,Married,5234,14567,1,Y,No,13,3,3,80,0,9,2,1,5,3,1,2
42,No,Travel_Frequently,923,Human Resources,18,4,Human Resources,1,2193,2,Male,75,2,3,Human Resources,4,Single,8890,19234,3,Y,Yes,17,3,2,80,1,19,3,3,12,9,5,7
37,No,Travel_Rarely,634,Research & Development,9,3,Medical,1,2194,4,Female,64,4,2,Research Scientist,1,Divorced,6789,16567,2,Y,No,15,4,4,80,0,14,3,2,9,7,3,5
24,Yes,Travel_Frequently,1089,Sales,23,1,Marketing,1,2195,1,Male,33,1,1,Sales Executive,2,Single,4123,12890,0,Y,No,11,3,1,80,0,3,1,1,1,0,0,0
49,No,Travel_Rarely,567,Human Resources,12,5,Other,1,2196,3,Female,86,3,5,Manager,3,Married,16234,24678,6,Y,Yes,20,4,3,80,2,26,2,5,18,14,9,11
34,No,Non-Travel,789,Research & Development,4,3,Life Sciences,1,2197,2,Male,56,2,1,Research Scientist,4,Single,4567,14234,0,Y,No,14,3,2,80,0,12,2,1,7,5,2,4
30,Yes,Travel_Frequently,456,Sales,20,2,Marketing,1,2198,4,Female,42,4,1,Sales Executive,1,Married,5890,15678,1,Y,Yes,12,4,4,80,0,9,3,1,4,3,1,2
46,No,Travel_Rarely,1167,Human Resources,11,4,Human Resources,1,2199,1,Male,83,1,4,Manager,2,Divorced,15567,23234,4,Y,No,18,4,1,80,1,23,2,4,16,12,7,9
33,No,Travel_Frequently,678,Research & Development,1,3,Medical,1,1834,2,Female,62,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,22,4,3,80,1,3,3,3,3,2,1,2
42,Yes,Travel_Frequently,1350,Sales,15,4,Marketing,1,1001,2,Male,85,3,3,Sales Executive,3,Single,8750,18500,3,Y,Yes,18,4,2,80,2,15,4,2,8,5,2,4
35,No,Non-Travel,950,Research & Development,8,3,Life Sciences,1,1002,4,Female,72,4,2,Research Scientist,4,Married,5200,12000,2,Y,No,22,3,3,80,1,12,3,3,7,4,1,3
28,Yes,Travel_Rarely,680,Human Resources,22,2,Human Resources,1,1003,1,Female,45,2,1,Human Resources,2,Divorced,3100,8900,1,Y,Yes,16,3,1,80,0,5,2,2,3,1,0,1
51,No,Travel_Frequently,1200,Sales,5,5,Technical Degree,1,1004,3,Male,88,3,4,Manager,3,Married,14200,20500,5,Y,No,20,4,4,80,1,25,3,4,18,12,8,15
39,No,Travel_Rarely,800,Research & Development,12,3,Medical,1,1005,2,Female,65,3,2,Laboratory Technician,3,Single,4800,11200,2,Y,Yes,14,3,2,80,2,14,2,3,9,6,3,7
26,Yes,Travel_Frequently,550,Sales,18,1,Marketing,1,1006,1,Male,38,2,1,Sales Representative,1,Single,2850,7500,0,Y,No,12,3,1,80,0,3,1,2,2,1,0,1
44,No,Non-Travel,1100,Research & Development,3,4,Life Sciences,1,1007,4,Male,78,4,3,Research Director,4,Divorced,12500,16800,4,Y,No,19,4,3,80,0,20,4,3,15,10,6,12
33,No,Travel_Rarely,720,Sales,7,3,Other,1,1008,3,Female,52,3,2,Sales Executive,2,Married,6200,13500,1,Y,Yes,15,3,3,80,1,9,3,2,6,4,1,5
37,Yes,Travel_Frequently,890,Research & Development,25,2,Medical,1,1009,2,Male,67,2,2,Healthcare Representative,2,Single,5400,14200,3,Y,Yes,17,3,2,80,3,13,2,3,8,5,4,6
41,No,Travel_Rarely,1050,Sales,9,4,Marketing,1,1010,4,Female,74,3,3,Sales Executive,4,Married,7800,15600,2,Y,No,21,4,4,80,2,16,3,3,12,8,5,9
29,No,Non-Travel,620,Research & Development,14,2,Life Sciences,1,1011,3,Male,48,3,1,Research Scientist,3,Divorced,3600,9800,1,Y,No,13,3,2,80,1,6,2,2,4,3,1,2
52,Yes,Travel_Rarely,1180,Sales,11,3,Life Sciences,1,1012,1,Female,82,2,4,Manager,2,Married,13800,18900,6,Y,Yes,18,3,3,80,0,28,2,4,22,15,10,18
24,No,Travel_Frequently,480,Human Resources,20,1,Human Resources,1,1013,2,Male,35,1,1,Human Resources,1,Single,2200,6800,0,Y,No,11,3,1,80,0,1,1,1,1,0,0,0
46,No,Travel_Rarely,940,Research & Development,6,4,Technical Degree,1,1014,4,Female,71,4,2,Manufacturing Director,3,Single,8900,14700,3,Y,No,16,4,3,80,1,22,4,2,17,11,7,14
31,Yes,Travel_Frequently,750,Sales,16,3,Marketing,1,1015,2,Male,56,3,2,Sales Executive,2,Married,5900,12800,2,Y,Yes,19,3,2,80,2,8,3,2,5,3,2,3
38,No,Non-Travel,1020,Research & Development,4,3,Medical,1,1016,3,Female,69,3,3,Research Scientist,4,Divorced,6800,13200,4,Y,No,20,4,4,80,2,15,3,3,11,7,4,8
27,No,Travel_Rarely,580,Sales,13,2,Life Sciences,1,1017,1,Male,42,2,1,Sales Representative,1,Single,3200,8600,1,Y,Yes,14,3,1,80,0,4,2,1,3,2,0,2
49,Yes,Travel_Frequently,1250,Research & Development,8,5,Life Sciences,1,1018,4,Female,86,4,4,Research Director,4,Married,15200,21000,7,Y,No,22,4,4,80,1,26,4,4,20,14,9,16
34,No,Travel_Rarely,680,Sales,19,3,Marketing,1,1019,2,Male,51,3,2,Sales Executive,3,Single,5800,11900,2,Y,No,16,3,2,80,1,10,2,2,7,5,2,6
43,No,Non-Travel,1080,Research & Development,2,4,Medical,1,1020,3,Female,75,3,3,Laboratory Technician,3,Married,6400,12600,3,Y,Yes,18,3,3,80,2,19,3,3,14,9,6,11
30,Yes,Travel_Frequently,640,Human Resources,24,2,Human Resources,1,1021,1,Male,44,2,1,Human Resources,2,Divorced,3400,9200,1,Y,No,13,3,1,80,0,7,2,2,4,2,1,3
36,No,Travel_Rarely,820,Sales,10,3,Technical Degree,1,1022,4,Female,61,3,2,Sales Executive,3,Married,6600,13800,2,Y,Yes,17,3,3,80,1,12,3,2,8,6,3,7
25,No,Travel_Frequently,520,Research & Development,17,1,Life Sciences,1,1023,2,Male,39,2,1,Research Scientist,2,Single,2900,7800,0,Y,No,12,3,1,80,0,2,1,1,2,1,0,1
47,Yes,Travel_Rarely,1160,Sales,7,4,Marketing,1,1024,3,Female,79,4,3,Manager,4,Divorced,11800,17200,5,Y,Yes,21,4,4,80,0,24,3,4,19,13,8,15
32,No,Non-Travel,760,Research & Development,21,3,Medical,1,1025,2,Male,58,3,2,Healthcare Representative,2,Married,4600,10800,2,Y,No,15,3,2,80,2,9,2,2,6,4,2,5
40,No,Travel_Rarely,900,Sales,5,4,Life Sciences,1,1026,4,Female,68,3,3,Sales Executive,4,Single,7200,14400,3,Y,No,19,4,3,80,1,17,3,3,13,9,5,10
28,Yes,Travel_Frequently,600,Research & Development,26,2,Other,1,1027,1,Male,46,2,1,Laboratory Technician,1,Married,3000,8200,1,Y,Yes,11,3,1,80,3,5,2,1,3,2,1,2
45,No,Travel_Rarely,1040,Sales,8,3,Marketing,1,1028,3,Female,73,3,3,Sales Executive,3,Divorced,8200,15800,4,Y,No,20,3,3,80,2,21,3,3,16,11,7,13
33,No,Non-Travel,720,Research & Development,15,3,Life Sciences,1,1029,2,Male,55,3,2,Research Scientist,2,Single,4400,11000,2,Y,Yes,14,3,2,80,1,8,2,2,5,3,1,4
39,Yes,Travel_Frequently,980,Sales,12,4,Technical Degree,1,1030,4,Female,76,4,3,Sales Executive,4,Married,8600,16400,3,Y,No,18,4,4,80,0,16,4,3,12,8,4,9
26,No,Travel_Rarely,560,Human Resources,23,1,Human Resources,1,1031,1,Male,41,1,1,Human Resources,1,Single,2600,7200,0,Y,No,10,3,1,80,0,3,1,1,2,1,0,1
50,No,Travel_Frequently,1220,Research & Development,4,5,Medical,1,1032,3,Female,84,4,4,Research Director,3,Married,14600,19800,6,Y,Yes,23,4,3,80,1,27,4,4,21,15,10,17
35,Yes,Travel_Rarely,780,Sales,18,3,Marketing,1,1033,2,Male,59,3,2,Sales Executive,2,Divorced,6000,12400,2,Y,Yes,16,3,2,80,2,11,2,2,7,5,2,6
42,No,Non-Travel,860,Research & Development,6,4,Life Sciences,1,1034,4,Female,66,3,2,Laboratory Technician,4,Married,5600,11800,3,Y,No,17,3,4,80,2,18,3,2,14,10,6,12
29,No,Travel_Rarely,620,Sales,14,2,Other,1,1035,3,Male,47,2,1,Sales Representative,3,Single,3800,8800,1,Y,No,13,3,2,80,0,6,2,1,4,3,1,3
48,Yes,Travel_Frequently,1140,Sales,9,4,Life Sciences,1,1036,1,Female,81,4,4,Manager,2,Married,12400,18200,5,Y,Yes,22,4,3,80,0,25,4,4,19,13,8,16
31,No,Travel_Rarely,700,Research & Development,11,3,Medical,1,1037,2,Male,53,3,2,Research Scientist,3,Divorced,4200,9600,2,Y,No,14,3,2,80,1,7,2,2,5,3,1,4
37,No,Non-Travel,840,Sales,20,3,Marketing,1,1038,4,Female,63,3,3,Sales Executive,4,Single,7000,13600,2,Y,Yes,18,3,4,80,1,14,3,3,10,7,3,8
24,Yes,Travel_Frequently,540,Human Resources,27,1,Human Resources,1,1039,1,Male,37,1,1,Human Resources,1,Married,2400,6900,0,Y,No,12,3,1,80,0,1,1,1,1,0,0,0
46,No,Travel_Rarely,960,Research & Development,7,4,Technical Degree,1,1040,3,Female,70,4,3,Manufacturing Director,3,Single,9200,15200,4,Y,No,19,4,3,80,1,23,4,3,17,12,7,14
32,No,Travel_Frequently,680,Sales,16,3,Life Sciences,1,1041,2,Male,50,3,2,Sales Executive,2,Married,5600,11400,2,Y,Yes,15,3,2,80,2,9,3,2,6,4,2,5
41,Yes,Non-Travel,1020,Research & Development,3,4,Medical,1,1042,4,Female,74,3,3,Research Scientist,4,Divorced,6600,12800,4,Y,No,20,4,4,80,2,17,3,3,13,8,5,10
27,No,Travel_Rarely,580,Sales,19,2,Marketing,1,1043,1,Male,43,2,1,Sales Representative,1,Single,3400,8400,1,Y,No,13,3,1,80,0,4,2,1,3,2,0,2
49,No,Travel_Frequently,1180,Research & Development,8,5,Life Sciences,1,1044,3,Female,83,4,4,Research Director,3,Married,14800,20400,6,Y,Yes,21,4,3,80,1,26,4,4,20,14,9,17
34,Yes,Travel_Rarely,720,Sales,13,3,Other,1,1045,2,Male,52,3,2,Sales Executive,2,Single,5400,10800,2,Y,No,16,3,2,80,1,10,2,2,7,5,2,6
38,No,Non-Travel,880,Research & Development,22,3,Medical,1,1046,4,Female,65,3,2,Laboratory Technician,4,Married,5200,11600,3,Y,Yes,17,3,4,80,2,15,3,2,11,7,4,9
30,No,Travel_Frequently,640,Human Resources,25,2,Human Resources,1,1047,1,Male,45,2,1,Human Resources,1,Divorced,3200,8600,1,Y,No,14,3,1,80,0,7,2,2,4,2,1,3
43,Yes,Travel_Rarely,940,Sales,10,4,Marketing,1,1048,3,Female,71,3,3,Sales Executive,3,Married,7600,14800,3,Y,Yes,19,3,3,80,1,19,3,3,14,10,6,12
28,No,Travel_Frequently,600,Research & Development,17,2,Life Sciences,1,1049,2,Male,44,2,1,Research Scientist,2,Single,3000,7600,1,Y,No,12,3,1,80,0,5,1,1,3,2,0,2
47,No,Non-Travel,1100,Sales,5,4,Technical Degree,1,1050,4,Female,77,4,3,Manager,4,Divorced,10800,16800,5,Y,No,20,4,4,80,0,24,4,4,18,12,8,15
35,Yes,Travel_Rarely,760,Research & Development,21,3,Medical,1,1051,1,Male,57,3,2,Healthcare Representative,1,Married,4800,10400,2,Y,Yes,15,3,2,80,3,12,2,2,8,5,3,7
40,No,Travel_Frequently,920,Sales,8,3,Life Sciences,1,1052,3,Female,67,3,3,Sales Executive,3,Single,7400,14200,3,Y,No,18,3,3,80,1,16,3,3,12,8,4,10
26,No,Travel_Rarely,540,Research & Development,24,1,Other,1,1053,2,Male,40,2,1,Laboratory Technician,2,Married,2800,7400,0,Y,No,11,3,1,80,0,3,2,1,2,1,0,1
51,Yes,Travel_Frequently,1200,Sales,6,5,Marketing,1,1054,4,Female,85,4,4,Manager,4,Divorced,13200,19200,6,Y,Yes,22,4,4,80,0,28,4,4,22,16,11,19
33,No,Non-Travel,700,Research & Development,18,3,Life Sciences,1,1055,3,Male,54,3,2,Research Scientist,3,Single,4600,10200,2,Y,No,14,3,2,80,1,9,2,2,6,4,2,5
36,No,Travel_Rarely,800,Sales,12,3,Medical,1,1056,2,Female,60,3,2,Sales Executive,2,Married,6200,12600,2,Y,Yes,17,3,2,80,2,13,3,2,9,6,3,8
29,Yes,Travel_Frequently,620,Human Resources,26,2,Human Resources,1,1057,1,Male,42,2,1,Human Resources,1,Single,3000,8000,1,Y,No,13,3,1,80,0,6,2,1,4,2,1,3
45,No,Travel_Rarely,980,Research & Development,7,4,Technical Degree,1,1058,4,Female,72,4,3,Manufacturing Director,4,Married,8800,15600,4,Y,No,19,4,4,80,1,22,4,3,16,11,7,13
31,No,Non-Travel,660,Sales,15,3,Marketing,1,1059,3,Male,49,3,2,Sales Executive,3,Divorced,5000,10600,2,Y,Yes,15,3,2,80,2,8,2,2,5,3,1,4
39,Yes,Travel_Frequently,860,Research & Development,9,3,Life Sciences,1,1060,2,Female,64,3,2,Research Scientist,2,Single,5400,11200,3,Y,No,16,3,2,80,1,16,2,2,12,8,4,10
25,No,Travel_Rarely,520,Sales,20,1,Other,1,1061,1,Male,36,1,1,Sales Representative,1,Married,2600,7000,0,Y,No,12,3,1,80,0,2,1,1,2,1,0,1
48,No,Travel_Frequently,1120,Research & Development,4,5,Medical,1,1062,4,Female,79,4,4,Research Director,3,Married,13600,18800,5,Y,Yes,21,4,3,80,1,25,4,4,19,13,8,16
34,Yes,Travel_Rarely,740,Sales,17,3,Marketing,1,1063,3,Male,55,3,2,Sales Executive,2,Divorced,5800,11800,2,Y,No,17,3,2,80,2,11,2,2,7,5,2,6
42,No,Non-Travel,900,Research & Development,11,4,Life Sciences,1,1064,2,Female,68,3,3,Laboratory Technician,3,Single,6000,12200,3,Y,Yes,18,3,3,80,2,18,3,3,14,9,6,11
27,No,Travel_Frequently,560,Human Resources,23,2,Human Resources,1,1065,1,Male,41,2,1,Human Resources,1,Married,2800,7600,1,Y,No,14,3,1,80,0,4,2,1,3,2,0,2
50,Yes,Travel_Rarely,1160,Sales,8,4,Technical Degree,1,1066,4,Female,82,4,3,Manager,4,Single,12000,17600,5,Y,Yes,20,4,4,80,0,27,4,3,21,14,9,17
32,No,Travel_Frequently,680,Research & Development,19,3,Medical,1,1067,2,Male,51,3,2,Research Scientist,2,Married,4400,9800,2,Y,No,15,3,2,80,1,9,2,2,6,4,2,5
37,No,Non-Travel,820,Sales,13,3,Life Sciences,1,1068,3,Female,62,3,2,Sales Executive,3,Divorced,6400,13000,2,Y,Yes,16,3,3,80,2,14,3,2,10,7,3,8
28,Yes,Travel_Rarely,580,Research & Development,25,2,Other,1,1069,1,Male,43,2,1,Laboratory Technician,1,Single,3200,8200,1,Y,No,13,3,1,80,0,5,2,1,3,2,1,2
46,No,Travel_Frequently,1000,Sales,6,4,Marketing,1,1070,4,Female,75,3,3,Sales Executive,4,Married,8000,15200,4,Y,No,19,3,4,80,1,21,3,3,15,11,6,12
33,No,Travel_Rarely,720,Research & Development,16,3,Life Sciences,1,1071,3,Male,56,3,2,Research Scientist,3,Single,4800,10800,2,Y,Yes,14,3,2,80,1,10,2,2,7,5,2,6
41,Yes,Non-Travel,920,Sales,10,4,Technical Degree,1,1072,2,Female,69,3,3,Sales Executive,2,Divorced,7200,14400,3,Y,No,18,3,3,80,2,17,3,3,13,8,5,10
29,No,Travel_Frequently,620,Human Resources,22,2,Human Resources,1,1073,1,Male,44,2,1,Human Resources,1,Married,3400,8600,1,Y,No,12,3,1,80,0,6,2,1,4,2,1,3
44,No,Travel_Rarely,960,Research & Development,7,4,Medical,1,1074,4,Female,73,4,3,Manufacturing Director,4,Single,9000,15800,4,Y,Yes,20,4,4,80,1,20,4,3,15,10,7,13
30,Yes,Travel_Frequently,640,Sales,18,2,Marketing,1,1075,2,Male,48,2,2,Sales Executive,2,Single,4000,9200,2,Y,No,15,3,2,80,0,7,2,2,5,3,1,4
38,No,Non-Travel,840,Research & Development,12,3,Life Sciences,1,1076,3,Female,63,3,2,Research Scientist,3,Married,5600,11400,3,Y,No,17,3,3,80,2,15,3,2,11,7,4,9
26,No,Travel_Rarely,540,Sales,24,1,Other,1,1077,1,Male,39,1,1,Sales Representative,1,Divorced,2800,7200,0,Y,Yes,11,3,1,80,0,3,1,1,2,1,0,1
52,Yes,Travel_Frequently,1220,Research & Development,5,5,Medical,1,1078,4,Female,86,4,4,Research Director,3,Married,14200,20000,6,Y,No,23,4,3,80,1,29,4,4,23,17,12,20
35,No,Travel_Rarely,760,Sales,14,3,Marketing,1,1079,3,Male,57,3,2,Sales Executive,3,Single,6000,12000,2,Y,Yes,16,3,2,80,1,12,2,2,8,6,3,7
43,No,Non-Travel,920,Research & Development,8,4,Life Sciences,1,1080,2,Female,70,3,3,Laboratory Technician,2,Married,6400,12800,4,Y,No,18,3,3,80,2,19,3,3,15,10,6,12
31,Yes,Travel_Frequently,660,Human Resources,21,3,Human Resources,1,1081,1,Male,46,2,1,Human Resources,1,Divorced,3600,8800,1,Y,No,14,3,1,80,0,8,2,1,5,3,1,4
40,No,Travel_Rarely,880,Sales,9,3,Technical Degree,1,1082,4,Female,66,3,3,Sales Executive,4,Single,7000,13800,3,Y,Yes,19,3,4,80,1,17,3,3,13,8,5,10
27,No,Travel_Frequently,560,Research & Development,17,2,Medical,1,1083,2,Male,42,2,1,Research Scientist,2,Married,3000,7800,1,Y,No,13,3,1,80,0,4,2,1,3,2,0,2
49,Yes,Non-Travel,1140,Sales,11,4,Life Sciences,1,1084,3,Female,78,4,3,Manager,3,Single,11400,17200,5,Y,Yes,21,4,3,80,0,26,4,3,20,14,9,16
36,No,Travel_Rarely,800,Research & Development,15,3,Other,1,1085,1,Male,59,3,2,Healthcare Representative,1,Divorced,5200,10600,2,Y,No,15,3,2,80,3,13,2,2,9,6,3,8
42,No,Travel_Frequently,940,Sales,6,4,Marketing,1,1086,4,Female,72,3,3,Sales Executive,4,Married,7800,14600,3,Y,No,18,3,4,80,1,18,3,3,14,10,6,11
28,Yes,Travel_Rarely,580,Research & Development,20,2,Life Sciences,1,1087,2,Male,43,2,1,Laboratory Technician,2,Single,3200,8000,1,Y,Yes,12,3,1,80,0,5,2,1,3,2,1,2
45,No,Non-Travel,1000,Sales,13,4,Technical Degree,1,1088,3,Female,75,4,3,Sales Executive,3,Married,8400,15400,4,Y,No,19,4,3,80,2,22,3,3,16,11,7,13
32,No,Travel_Frequently,700,Research & Development,18,3,Medical,1,1089,4,Male,54,3,2,Research Scientist,4,Divorced,4600,10200,2,Y,Yes,16,3,4,80,1,9,2,2,6,4,2,5
39,Yes,Travel_Rarely,860,Sales,10,3,Life Sciences,1,1090,1,Female,65,3,2,Sales Executive,1,Single,6600,12800,3,Y,No,17,3,2,80,1,16,3,2,12,8,4,10
24,No,Travel_Frequently,520,Human Resources,26,1,Human Resources,1,1091,2,Male,38,1,1,Human Resources,2,Married,2400,6800,0,Y,No,11,3,1,80,0,1,1,1,1,0,0,0
47,No,Non-Travel,1080,Research & Development,7,5,Medical,1,1092,3,Female,80,4,4,Research Director,3,Single,12800,18400,5,Y,Yes,22,4,3,80,1,24,4,4,18,12,8,15
34,Yes,Travel_Rarely,740,Sales,16,3,Marketing,1,1093,2,Male,55,3,2,Sales Executive,2,Married,5800,11600,2,Y,No,15,3,2,80,2,11,2,2,7,5,2,6
41,No,Travel_Frequently,900,Research & Development,12,4,Life Sciences,1,1094,4,Female,68,3,3,Laboratory Technician,4,Divorced,6200,12400,3,Y,Yes,18,3,4,80,2,17,3,3,13,8,5,10
30,No,Travel_Rarely,640,Sales,19,2,Other,1,1095,1,Male,47,2,1,Sales Representative,1,Single,3800,8400,1,Y,No,14,3,1,80,0,7,2,1,5,3,1,4
48,Yes,Non-Travel,1120,Sales,8,4,Technical Degree,1,1096,3,Female,76,4,3,Manager,3,Married,11000,16600,5,Y,Yes,20,4,3,80,0,25,4,3,19,13,8,16
33,No,Travel_Frequently,720,Research & Development,15,3,Medical,1,1097,2,Male,53,3,2,Research Scientist,2,Single,4800,10000,2,Y,No,13,3,2,80,1,10,2,2,7,5,2,6
37,No,Travel_Rarely,820,Sales,11,3,Life Sciences,1,1098,4,Female,61,3,2,Sales Executive,4,Married,6800,13200,2,Y,Yes,17,3,4,80,2,14,3,2,10,7,3,8
25,Yes,Travel_Frequently,540,Human Resources,23,1,Human Resources,1,1099,1,Male,39,1,1,Human Resources,1,Divorced,2600,7000,0,Y,No,12,3,1,80,0,2,1,1,2,1,0,1
46,No,Non-Travel,1020,Research & Development,9,4,Medical,1,1100,4,Female,74,4,3,Manufacturing Director,4,Single,9200,15200,4,Y,No,21,4,4,80,1,23,4,3,17,12,7,14
31,No,Travel_Rarely,680,Sales,17,3,Marketing,1,1101,3,Male,50,3,2,Sales Executive,3,Married,5400,10800,2,Y,Yes,16,3,2,80,2,8,2,2,5,3,1,4
38,Yes,Travel_Frequently,840,Research & Development,13,3,Life Sciences,1,1102,2,Female,63,3,2,Research Scientist,2,Single,5800,11600,3,Y,No,18,3,2,80,1,15,2,2,11,7,4,9
26,No,Travel_Rarely,560,Sales,25,1,Other,1,1103,1,Male,40,1,1,Sales Representative,1,Married,3000,7400,0,Y,No,11,3,1,80,0,3,1,1,2,1,0,1
50,No,Travel_Frequently,1180,Research & Development,6,5,Technical Degree,1,1104,4,Female,83,4,4,Research Director,3,Divorced,13800,19400,6,Y,Yes,23,4,3,80,1,27,4,4,21,15,10,18
35,Yes,Travel_Rarely,760,Sales,14,3,Medical,1,1105,3,Male,56,3,2,Sales Executive,2,Single,6200,12200,2,Y,No,17,3,2,80,1,12,2,2,8,6,3,7
43,No,Non-Travel,920,Research & Development,10,4,Life Sciences,1,1106,2,Female,69,3,3,Laboratory Technician,2,Married,6600,13000,4,Y,Yes,19,3,3,80,2,20,3,3,15,10,6,12
29,No,Travel_Frequently,600,Human Resources,22,2,Human Resources,1,1107,1,Male,44,2,1,Human Resources,1,Divorced,3400,8200,1,Y,No,13,3,1,80,0,6,2,1,4,2,1,3
44,Yes,Travel_Rarely,980,Sales,8,4,Marketing,1,1108,4,Female,73,3,3,Sales Executive,4,Married,8200,15000,3,Y,Yes,20,3,4,80,1,20,3,3,14,10,6,11
32,No,Non-Travel,700,Research & Development,16,3,Medical,1,1109,3,Male,52,3,2,Research Scientist,3,Single,4800,10400,2,Y,No,14,3,2,80,1,9,2,2,6,4,2,5
40,No,Travel_Frequently,880,Sales,12,3,Life Sciences,1,1110,2,Female,66,3,2,Sales Executive,2,Divorced,7000,13600,3,Y,Yes,18,3,2,80,2,17,3,2,13,8,5,10
27,Yes,Travel_Rarely,580,Research & Development,24,2,Other,1,1111,1,Male,42,2,1,Laboratory Technician,1,Married,3000,7800,1,Y,No,12,3,1,80,0,4,2,1,3,2,0,2
51,No,Travel_Frequently,1200,Sales,5,5,Technical Degree,1,1112,4,Female,85,4,4,Manager,4,Single,12600,18800,6,Y,No,22,4,4,80,0,28,4,4,22,16,11,19
36,No,Travel_Rarely,800,Research & Development,18,3,Medical,1,1113,3,Male,59,3,2,Healthcare Representative,3,Married,5400,11000,2,Y,Yes,15,3,3,80,3,13,2,2,9,6,3,8
